"season","gamedate","team","opponent","home","win"
2019,2020-01-28,"NYK","CHA",0,0
2019,2020-01-28,"MIA","BOS",1,0
2019,2020-01-28,"DAL","PHX",1,0
2019,2020-01-28,"NOP","CLE",0,1
2019,2020-01-28,"DEN","MEM",0,0
2019,2020-01-28,"MIL","WAS",1,1
2019,2020-01-28,"PHX","DAL",0,1
2019,2020-01-28,"CLE","NOP",1,0
2019,2020-01-28,"MEM","DEN",1,1
2019,2020-01-28,"CHA","NYK",1,1
2019,2020-01-28,"ATL","TOR",0,0
2019,2020-01-28,"TOR","ATL",1,1
2019,2020-01-28,"PHI","GSW",1,1
2019,2020-01-28,"BOS","MIA",0,1
2019,2020-01-28,"WAS","MIL",0,0
2019,2020-01-27,"DAL","OKC",0,1
2019,2020-01-27,"ORL","MIA",0,0
2019,2020-01-27,"UTA","HOU",1,0
2019,2020-01-27,"DET","CLE",1,0
2019,2020-01-27,"CLE","DET",0,1
2019,2020-01-27,"HOU","UTA",0,1
2019,2020-01-27,"SAS","CHI",0,0
2019,2020-01-27,"MIN","SAC",1,0
2019,2020-01-27,"CHI","SAS",1,1
2019,2020-01-27,"MIA","ORL",1,1
2019,2020-01-27,"SAC","MIN",0,1
2019,2020-01-27,"OKC","DAL",1,0
2019,2020-01-26,"NYK","BKN",1,1
2019,2020-01-26,"LAC","ORL",0,1
2019,2020-01-26,"DEN","HOU",1,1
2019,2020-01-26,"PHX","MEM",0,0
2019,2020-01-26,"POR","IND",1,1
2019,2020-01-26,"MEM","PHX",1,1
2019,2020-01-26,"SAS","TOR",1,0
2019,2020-01-26,"TOR","SAS",0,1
2019,2020-01-26,"WAS","ATL",0,0
2019,2020-01-26,"BOS","NOP",0,0
2019,2020-01-26,"ATL","WAS",1,1
2019,2020-01-26,"BKN","NYK",0,0
2019,2020-01-26,"HOU","DEN",0,0
2019,2020-01-26,"ORL","LAC",1,0
2019,2020-01-26,"NOP","BOS",1,1
2019,2020-01-26,"IND","POR",0,0
2019,2020-01-25,"OKC","MIN",0,1
2019,2020-01-25,"CLE","CHI",1,0
2019,2020-01-25,"CHI","CLE",0,1
2019,2020-01-25,"BKN","DET",0,1
2019,2020-01-25,"UTA","DAL",1,1
2019,2020-01-25,"DET","BKN",1,0
2019,2020-01-25,"PHI","LAL",1,1
2019,2020-01-25,"DAL","UTA",0,0
2019,2020-01-25,"MIN","OKC",1,0
2019,2020-01-25,"LAL","PHI",0,0
2019,2020-01-24,"BOS","ORL",0,1
2019,2020-01-24,"MIL","CHA",0,1
2019,2020-01-24,"GSW","IND",1,0
2019,2020-01-24,"LAC","MIA",0,1
2019,2020-01-24,"PHX","SAS",0,1
2019,2020-01-24,"TOR","NYK",0,1
2019,2020-01-24,"CHA","MIL",1,0
2019,2020-01-24,"OKC","ATL",1,1
2019,2020-01-24,"NYK","TOR",1,0
2019,2020-01-24,"CHI","SAC",1,0
2019,2020-01-24,"ATL","OKC",0,0
2019,2020-01-24,"SAC","CHI",0,1
2019,2020-01-24,"MIN","HOU",1,0
2019,2020-01-24,"HOU","MIN",0,1
2019,2020-01-24,"DET","MEM",1,0
2019,2020-01-24,"NOP","DEN",1,0
2019,2020-01-24,"ORL","BOS",1,0
2019,2020-01-24,"MIA","LAC",1,0
2019,2020-01-24,"MEM","DET",0,1
2019,2020-01-24,"DEN","NOP",0,1
2019,2020-01-24,"IND","GSW",0,1
2019,2020-01-24,"SAS","PHX",1,0
2019,2020-01-23,"BKN","LAL",1,0
2019,2020-01-23,"POR","DAL",1,0
2019,2020-01-23,"DAL","POR",0,1
2019,2020-01-23,"LAL","BKN",0,1
2019,2020-01-23,"WAS","CLE",0,1
2019,2020-01-23,"CLE","WAS",1,0
2019,2020-01-22,"ATL","LAC",1,1
2019,2020-01-22,"BOS","MEM",1,1
2019,2020-01-22,"ORL","OKC",1,0
2019,2020-01-22,"SAC","DET",0,0
2019,2020-01-22,"UTA","GSW",0,1
2019,2020-01-22,"TOR","PHI",1,1
2019,2020-01-22,"MEM","BOS",0,0
2019,2020-01-22,"PHI","TOR",0,0
2019,2020-01-22,"NOP","SAS",1,0
2019,2020-01-22,"GSW","UTA",1,0
2019,2020-01-22,"MIN","CHI",0,0
2019,2020-01-22,"LAC","ATL",0,0
2019,2020-01-22,"DET","SAC",1,1
2019,2020-01-22,"HOU","DEN",1,1
2019,2020-01-22,"OKC","ORL",0,1
2019,2020-01-22,"DEN","HOU",0,0
2019,2020-01-22,"IND","PHX",0,1
2019,2020-01-22,"PHX","IND",1,0
2019,2020-01-22,"WAS","MIA",0,0
2019,2020-01-22,"NYK","LAL",1,0
2019,2020-01-22,"SAS","NOP",0,1
2019,2020-01-22,"MIA","WAS",1,1
2019,2020-01-22,"LAL","NYK",0,1
2019,2020-01-22,"CHI","MIN",1,1
2019,2020-01-21,"LAC","DAL",0,1
2019,2020-01-21,"DAL","LAC",1,0
2019,2020-01-20,"CLE","NYK",1,0
2019,2020-01-20,"PHI","BKN",0,1
2019,2020-01-20,"CHI","MIL",0,0
2019,2020-01-20,"WAS","DET",1,1
2019,2020-01-20,"DET","WAS",0,0
2019,2020-01-20,"ORL","CHA",0,1
2019,2020-01-20,"ATL","TOR",1,0
2019,2020-01-20,"MIL","CHI",1,1
2019,2020-01-20,"NOP","MEM",0,1
2019,2020-01-20,"SAC","MIA",0,0
2019,2020-01-20,"OKC","HOU",0,1
2019,2020-01-20,"MIA","SAC",1,1
2019,2020-01-20,"LAL","BOS",0,0
2019,2020-01-20,"POR","GSW",1,1
2019,2020-01-20,"BOS","LAL",1,1
2019,2020-01-20,"NYK","CLE",0,1
2019,2020-01-20,"CHA","ORL",1,0
2019,2020-01-20,"MEM","NOP",1,0
2019,2020-01-20,"BKN","PHI",1,0
2019,2020-01-20,"TOR","ATL",0,1
2019,2020-01-20,"GSW","POR",0,0
2019,2020-01-20,"SAS","PHX",0,1
2019,2020-01-20,"DEN","MIN",0,1
2019,2020-01-20,"PHX","SAS",1,0
2019,2020-01-20,"IND","UTA",0,0
2019,2020-01-20,"MIN","DEN",1,0
2019,2020-01-20,"HOU","OKC",1,0
2019,2020-01-20,"UTA","IND",1,1
2019,2020-01-19,"SAS","MIA",1,1
2019,2020-01-19,"IND","DEN",0,1
2019,2020-01-19,"DEN","IND",1,0
2019,2020-01-19,"MIA","SAS",0,0
2019,2020-01-18,"LAL","HOU",0,1
2019,2020-01-18,"UTA","SAC",1,1
2019,2020-01-18,"CLE","CHI",0,0
2019,2020-01-18,"BKN","MIL",1,0
2019,2020-01-18,"TOR","MIN",0,1
2019,2020-01-18,"OKC","POR",1,1
2019,2020-01-18,"NOP","LAC",1,0
2019,2020-01-18,"ATL","DET",1,0
2019,2020-01-18,"ORL","GSW",0,0
2019,2020-01-18,"MIL","BKN",0,1
2019,2020-01-18,"DET","ATL",0,1
2019,2020-01-18,"PHI","NYK",0,1
2019,2020-01-18,"CHI","CLE",1,1
2019,2020-01-18,"GSW","ORL",1,1
2019,2020-01-18,"PHX","BOS",0,1
2019,2020-01-18,"NYK","PHI",1,0
2019,2020-01-18,"MIN","TOR",1,0
2019,2020-01-18,"BOS","PHX",1,0
2019,2020-01-18,"HOU","LAL",1,0
2019,2020-01-18,"SAC","UTA",0,0
2019,2020-01-18,"POR","OKC",0,0
2019,2020-01-18,"LAC","NOP",0,1
2019,2020-01-17,"DAL","POR",1,1
2019,2020-01-17,"TOR","WAS",1,1
2019,2020-01-17,"OKC","MIA",1,0
2019,2020-01-17,"CHI","PHI",0,0
2019,2020-01-17,"PHI","CHI",1,1
2019,2020-01-17,"MIA","OKC",0,1
2019,2020-01-17,"POR","DAL",0,0
2019,2020-01-17,"MEM","CLE",1,1
2019,2020-01-17,"IND","MIN",1,1
2019,2020-01-17,"CLE","MEM",0,0
2019,2020-01-17,"WAS","TOR",0,0
2019,2020-01-17,"SAS","ATL",1,0
2019,2020-01-17,"MIN","IND",0,0
2019,2020-01-17,"ATL","SAS",0,1
2019,2020-01-16,"NOP","UTA",1,1
2019,2020-01-16,"LAC","ORL",1,1
2019,2020-01-16,"PHX","NYK",0,1
2019,2020-01-16,"MIL","BOS",1,1
2019,2020-01-16,"NYK","PHX",1,0
2019,2020-01-16,"DEN","GSW",0,1
2019,2020-01-16,"GSW","DEN",1,0
2019,2020-01-16,"ORL","LAC",0,0
2019,2020-01-16,"UTA","NOP",0,0
2019,2020-01-16,"BOS","MIL",0,0
2019,2020-01-15,"DAL","SAC",0,1
2019,2020-01-15,"LAL","ORL",1,0
2019,2020-01-15,"POR","HOU",0,1
2019,2020-01-15,"HOU","POR",1,0
2019,2020-01-15,"IND","MIN",0,1
2019,2020-01-15,"BOS","DET",1,0
2019,2020-01-15,"TOR","OKC",0,1
2019,2020-01-15,"DEN","CHA",1,1
2019,2020-01-15,"PHI","BKN",1,1
2019,2020-01-15,"SAS","MIA",0,0
2019,2020-01-15,"CHA","DEN",0,0
2019,2020-01-15,"ORL","LAL",0,1
2019,2020-01-15,"SAC","DAL",1,0
2019,2020-01-15,"MIN","IND",1,0
2019,2020-01-15,"MIA","SAS",1,1
2019,2020-01-15,"WAS","CHI",0,0
2019,2020-01-15,"DET","BOS",0,1
2019,2020-01-15,"CHI","WAS",1,1
2019,2020-01-15,"OKC","TOR",1,0
2019,2020-01-15,"BKN","PHI",0,0
2019,2020-01-14,"GSW","DAL",1,0
2019,2020-01-14,"CLE","LAC",0,0
2019,2020-01-14,"ATL","PHX",1,1
2019,2020-01-14,"MEM","HOU",1,1
2019,2020-01-14,"MIL","NYK",1,1
2019,2020-01-14,"BKN","UTA",1,0
2019,2020-01-14,"PHX","ATL",0,0
2019,2020-01-14,"NYK","MIL",0,0
2019,2020-01-14,"LAC","CLE",1,1
2019,2020-01-14,"HOU","MEM",0,0
2019,2020-01-14,"DAL","GSW",0,1
2019,2020-01-14,"UTA","BKN",0,1
2019,2020-01-13,"POR","CHA",1,1
2019,2020-01-13,"DET","NOP",1,0
2019,2020-01-13,"CHI","BOS",0,0
2019,2020-01-13,"PHI","IND",0,0
2019,2020-01-13,"MIN","OKC",1,0
2019,2020-01-13,"LAL","CLE",1,1
2019,2020-01-13,"CLE","LAL",0,0
2019,2020-01-13,"NOP","DET",0,1
2019,2020-01-13,"IND","PHI",1,1
2019,2020-01-13,"BOS","CHI",1,1
2019,2020-01-13,"ORL","SAC",0,1
2019,2020-01-13,"OKC","MIN",0,1
2019,2020-01-13,"SAC","ORL",1,0
2019,2020-01-13,"CHA","POR",0,0
2019,2020-01-12,"UTA","WAS",0,1
2019,2020-01-12,"MIA","NYK",0,0
2019,2020-01-12,"BKN","ATL",1,1
2019,2020-01-12,"MEM","GSW",1,1
2019,2020-01-12,"DEN","LAC",1,1
2019,2020-01-12,"SAS","TOR",0,1
2019,2020-01-12,"CHA","PHX",0,0
2019,2020-01-12,"NYK","MIA",1,1
2019,2020-01-12,"WAS","UTA",1,0
2019,2020-01-12,"LAC","DEN",0,0
2019,2020-01-12,"ATL","BKN",0,0
2019,2020-01-12,"TOR","SAS",1,0
2019,2020-01-12,"GSW","MEM",0,0
2019,2020-01-12,"PHX","CHA",1,1
2019,2020-01-11,"MIN","HOU",0,0
2019,2020-01-11,"DAL","PHI",1,1
2019,2020-01-11,"PHI","DAL",0,0
2019,2020-01-11,"DET","CHI",1,0
2019,2020-01-11,"CLE","DEN",0,1
2019,2020-01-11,"CHI","DET",0,1
2019,2020-01-11,"NOP","BOS",0,0
2019,2020-01-11,"MIL","POR",0,1
2019,2020-01-11,"BOS","NOP",1,1
2019,2020-01-11,"OKC","LAL",1,0
2019,2020-01-11,"HOU","MIN",1,1
2019,2020-01-11,"DEN","CLE",1,0
2019,2020-01-11,"POR","MIL",1,0
2019,2020-01-11,"LAL","OKC",0,1
2019,2020-01-10,"MIL","SAC",0,1
2019,2020-01-10,"WAS","ATL",1,1
2019,2020-01-10,"IND","CHI",0,1
2019,2020-01-10,"BKN","MIA",1,1
2019,2020-01-10,"MEM","SAS",1,1
2019,2020-01-10,"NOP","NYK",0,1
2019,2020-01-10,"SAS","MEM",0,0
2019,2020-01-10,"MIA","BKN",0,0
2019,2020-01-10,"ORL","PHX",0,0
2019,2020-01-10,"UTA","CHA",1,1
2019,2020-01-10,"GSW","LAC",0,0
2019,2020-01-10,"CHI","IND",1,0
2019,2020-01-10,"LAL","DAL",0,1
2019,2020-01-10,"LAC","GSW",1,1
2019,2020-01-10,"NYK","NOP",1,0
2019,2020-01-10,"ATL","WAS",0,0
2019,2020-01-10,"CHA","UTA",0,0
2019,2020-01-10,"PHX","ORL",1,1
2019,2020-01-10,"SAC","MIL",1,0
2019,2020-01-10,"DAL","LAL",1,0
2019,2020-01-09,"DET","CLE",1,0
2019,2020-01-09,"PHI","BOS",1,1
2019,2020-01-09,"OKC","HOU",1,1
2019,2020-01-09,"POR","MIN",0,0
2019,2020-01-09,"HOU","OKC",0,0
2019,2020-01-09,"BOS","PHI",0,0
2019,2020-01-09,"MIN","POR",1,1
2019,2020-01-09,"CLE","DET",0,1
2019,2020-01-08,"HOU","ATL",0,1
2019,2020-01-08,"TOR","CHA",0,1
2019,2020-01-08,"CHA","TOR",1,0
2019,2020-01-08,"DAL","DEN",1,0
2019,2020-01-08,"DEN","DAL",0,1
2019,2020-01-08,"ORL","WAS",1,1
2019,2020-01-08,"MIA","IND",0,1
2019,2020-01-08,"NYK","UTA",0,0
2019,2020-01-08,"BOS","SAS",1,0
2019,2020-01-08,"NOP","CHI",1,1
2019,2020-01-08,"WAS","ORL",0,0
2019,2020-01-08,"MIL","GSW",0,1
2019,2020-01-08,"ATL","HOU",1,0
2019,2020-01-08,"IND","MIA",1,0
2019,2020-01-08,"CHI","NOP",0,0
2019,2020-01-08,"GSW","MIL",1,0
2019,2020-01-08,"SAS","BOS",0,1
2019,2020-01-08,"UTA","NYK",1,1
2019,2020-01-07,"PHX","SAC",1,0
2019,2020-01-07,"MIN","MEM",0,0
2019,2020-01-07,"OKC","BKN",0,1
2019,2020-01-07,"TOR","POR",1,0
2019,2020-01-07,"NYK","LAL",0,0
2019,2020-01-07,"POR","TOR",0,1
2019,2020-01-07,"LAL","NYK",1,1
2019,2020-01-07,"CLE","DET",1,0
2019,2020-01-07,"DET","CLE",0,1
2019,2020-01-07,"MEM","MIN",1,1
2019,2020-01-07,"SAC","PHX",0,1
2019,2020-01-07,"BKN","OKC",1,0
2019,2020-01-06,"SAS","MIL",1,1
2019,2020-01-06,"ATL","DEN",1,0
2019,2020-01-06,"BOS","WAS",0,0
2019,2020-01-06,"NOP","UTA",1,0
2019,2020-01-06,"CHI","DAL",0,0
2019,2020-01-06,"DAL","CHI",1,1
2019,2020-01-06,"DEN","ATL",0,1
2019,2020-01-06,"GSW","SAC",0,0
2019,2020-01-06,"MIL","SAS",0,0
2019,2020-01-06,"BKN","ORL",0,0
2019,2020-01-06,"ORL","BKN",1,1
2019,2020-01-06,"IND","CHA",0,1
2019,2020-01-06,"PHI","OKC",1,1
2019,2020-01-06,"SAC","GSW",1,1
2019,2020-01-06,"OKC","PHI",0,0
2019,2020-01-06,"UTA","NOP",0,1
2019,2020-01-06,"WAS","BOS",1,1
2019,2020-01-06,"CHA","IND",1,0
2019,2020-01-05,"MIA","POR",1,1
2019,2020-01-05,"LAL","DET",1,1
2019,2020-01-05,"CLE","MIN",1,0
2019,2020-01-05,"PHX","MEM",1,0
2019,2020-01-05,"MEM","PHX",0,1
2019,2020-01-05,"MIN","CLE",0,1
2019,2020-01-05,"POR","MIA",0,0
2019,2020-01-05,"NYK","LAC",0,0
2019,2020-01-05,"DET","LAL",0,0
2019,2020-01-05,"LAC","NYK",1,1
2019,2020-01-04,"MIL","SAS",1,1
2019,2020-01-04,"BKN","TOR",1,0
2019,2020-01-04,"CHA","DAL",0,1
2019,2020-01-04,"SAC","NOP",1,0
2019,2020-01-04,"GSW","DET",1,0
2019,2020-01-04,"SAS","MIL",0,0
2019,2020-01-04,"DEN","WAS",0,0
2019,2020-01-04,"OKC","CLE",0,1
2019,2020-01-04,"DAL","CHA",1,0
2019,2020-01-04,"ATL","IND",1,1
2019,2020-01-04,"DET","GSW",0,1
2019,2020-01-04,"IND","ATL",0,0
2019,2020-01-04,"TOR","BKN",0,1
2019,2020-01-04,"CHI","BOS",1,0
2019,2020-01-04,"UTA","ORL",0,1
2019,2020-01-04,"LAC","MEM",1,0
2019,2020-01-04,"NOP","SAC",0,1
2019,2020-01-04,"MEM","LAC",0,1
2019,2020-01-04,"ORL","UTA",1,0
2019,2020-01-04,"CLE","OKC",1,0
2019,2020-01-04,"WAS","DEN",1,1
2019,2020-01-04,"BOS","CHI",0,1
2019,2020-01-03,"WAS","POR",1,0
2019,2020-01-03,"PHX","NYK",1,1
2019,2020-01-03,"NYK","PHX",0,0
2019,2020-01-03,"HOU","PHI",1,1
2019,2020-01-03,"MIA","ORL",0,0
2019,2020-01-03,"LAL","NOP",1,1
2019,2020-01-03,"BOS","ATL",1,1
2019,2020-01-03,"POR","WAS",0,1
2019,2020-01-03,"NOP","LAL",0,0
2019,2020-01-03,"PHI","HOU",0,0
2019,2020-01-03,"ATL","BOS",0,0
2019,2020-01-03,"ORL","MIA",1,1
2019,2020-01-02,"CLE","CHA",1,0
2019,2020-01-02,"DEN","IND",0,1
2019,2020-01-02,"MIA","TOR",1,1
2019,2020-01-02,"OKC","SAS",0,1
2019,2020-01-02,"DAL","BKN",1,1
2019,2020-01-02,"BKN","DAL",0,0
2019,2020-01-02,"MEM","SAC",0,0
2019,2020-01-02,"IND","DEN",1,0
2019,2020-01-02,"TOR","MIA",0,0
2019,2020-01-02,"CHI","UTA",1,0
2019,2020-01-02,"UTA","CHI",0,1
2019,2020-01-02,"LAC","DET",1,1
2019,2020-01-02,"MIN","GSW",1,1
2019,2020-01-02,"CHA","CLE",0,1
2019,2020-01-02,"SAC","MEM",1,1
2019,2020-01-02,"GSW","MIN",0,0
2019,2020-01-02,"SAS","OKC",1,0
2019,2020-01-02,"DET","LAC",0,0
2019,2020-01-01,"NYK","POR",1,1
2019,2020-01-01,"MIN","MIL",0,0
2019,2020-01-01,"WAS","ORL",1,0
2019,2020-01-01,"ORL","WAS",0,1
2019,2020-01-01,"MIL","MIN",1,1
2019,2020-01-01,"LAL","PHX",1,1
2019,2020-01-01,"POR","NYK",0,0
2019,2020-01-01,"PHX","LAL",0,0
2019,2019-12-31,"DEN","HOU",0,0
2019,2019-12-31,"SAS","GSW",1,1
2019,2019-12-31,"OKC","DAL",1,1
2019,2019-12-31,"SAC","LAC",1,0
2019,2019-12-31,"CHA","BOS",1,0
2019,2019-12-31,"GSW","SAS",0,0
2019,2019-12-31,"PHI","IND",0,0
2019,2019-12-31,"LAC","SAC",0,1
2019,2019-12-31,"IND","PHI",1,1
2019,2019-12-31,"TOR","CLE",1,1
2019,2019-12-31,"CLE","TOR",0,0
2019,2019-12-31,"HOU","DEN",1,1
2019,2019-12-31,"DAL","OKC",0,0
2019,2019-12-31,"BOS","CHA",0,1
2019,2019-12-30,"MIN","BKN",1,1
2019,2019-12-30,"ATL","ORL",0,1
2019,2019-12-30,"POR","PHX",1,0
2019,2019-12-30,"DET","UTA",0,0
2019,2019-12-30,"MIA","WAS",0,0
2019,2019-12-30,"BKN","MIN",0,0
2019,2019-12-30,"CHI","MIL",1,0
2019,2019-12-30,"ORL","ATL",1,0
2019,2019-12-30,"UTA","DET",1,1
2019,2019-12-30,"WAS","MIA",1,1
2019,2019-12-30,"PHX","POR",0,1
2019,2019-12-30,"MIL","CHI",0,1
2019,2019-12-29,"TOR","OKC",1,0
2019,2019-12-29,"SAC","DEN",0,0
2019,2019-12-29,"LAL","DAL",1,1
2019,2019-12-29,"CHA","MEM",0,0
2019,2019-12-29,"DEN","SAC",1,1
2019,2019-12-29,"HOU","NOP",0,0
2019,2019-12-29,"MEM","CHA",1,1
2019,2019-12-29,"OKC","TOR",0,1
2019,2019-12-29,"NOP","HOU",1,1
2019,2019-12-29,"DAL","LAL",0,0
2019,2019-12-28,"NOP","IND",1,1
2019,2019-12-28,"TOR","BOS",0,1
2019,2019-12-28,"DAL","GSW",0,1
2019,2019-12-28,"IND","NOP",0,0
2019,2019-12-28,"WAS","NYK",1,0
2019,2019-12-28,"PHX","SAC",0,1
2019,2019-12-28,"POR","LAL",1,0
2019,2019-12-28,"BKN","HOU",0,0
2019,2019-12-28,"MIN","CLE",1,0
2019,2019-12-28,"CLE","MIN",0,1
2019,2019-12-28,"HOU","BKN",1,1
2019,2019-12-28,"LAL","POR",0,1
2019,2019-12-28,"LAC","UTA",1,0
2019,2019-12-28,"ORL","MIL",0,0
2019,2019-12-28,"SAC","PHX",1,0
2019,2019-12-28,"MEM","DEN",0,0
2019,2019-12-28,"GSW","DAL",1,0
2019,2019-12-28,"PHI","MIA",0,0
2019,2019-12-28,"DET","SAS",0,0
2019,2019-12-28,"MIL","ORL",1,1
2019,2019-12-28,"SAS","DET",1,1
2019,2019-12-28,"DEN","MEM",1,1
2019,2019-12-28,"NYK","WAS",0,1
2019,2019-12-28,"UTA","LAC",0,1
2019,2019-12-28,"BOS","TOR",1,0
2019,2019-12-28,"MIA","PHI",1,1
2019,2019-12-28,"ATL","CHI",0,0
2019,2019-12-28,"CHI","ATL",1,1
2019,2019-12-27,"IND","MIA",0,0
2019,2019-12-27,"PHX","GSW",0,0
2019,2019-12-27,"MIL","ATL",0,1
2019,2019-12-27,"CLE","BOS",0,0
2019,2019-12-27,"MIA","IND",1,1
2019,2019-12-27,"PHI","ORL",0,0
2019,2019-12-27,"ATL","MIL",1,0
2019,2019-12-27,"CHA","OKC",1,0
2019,2019-12-27,"ORL","PHI",1,1
2019,2019-12-27,"OKC","CHA",0,1
2019,2019-12-27,"BOS","CLE",1,1
2019,2019-12-27,"GSW","PHX",1,1
2019,2019-12-26,"DET","WAS",1,1
2019,2019-12-26,"SAC","MIN",1,0
2019,2019-12-26,"DAL","SAS",1,1
2019,2019-12-26,"MIN","SAC",0,1
2019,2019-12-26,"NYK","BKN",0,1
2019,2019-12-26,"UTA","POR",1,1
2019,2019-12-26,"WAS","DET",0,0
2019,2019-12-26,"BKN","NYK",1,0
2019,2019-12-26,"OKC","MEM",1,0
2019,2019-12-26,"SAS","DAL",0,0
2019,2019-12-26,"MEM","OKC",0,1
2019,2019-12-26,"POR","UTA",0,0
2019,2019-12-25,"DEN","NOP",1,0
2019,2019-12-25,"LAL","LAC",1,0
2019,2019-12-25,"MIL","PHI",0,0
2019,2019-12-25,"PHI","MIL",1,1
2019,2019-12-25,"BOS","TOR",0,1
2019,2019-12-25,"TOR","BOS",1,0
2019,2019-12-25,"HOU","GSW",0,0
2019,2019-12-25,"LAC","LAL",0,1
2019,2019-12-25,"NOP","DEN",0,1
2019,2019-12-25,"GSW","HOU",1,1
2019,2019-12-23,"ATL","CLE",0,0
2019,2019-12-23,"WAS","NYK",0,1
2019,2019-12-23,"CLE","ATL",1,1
2019,2019-12-23,"ORL","CHI",1,1
2019,2019-12-23,"DET","PHI",1,0
2019,2019-12-23,"MEM","SAS",1,0
2019,2019-12-23,"NOP","POR",0,1
2019,2019-12-23,"UTA","MIA",0,0
2019,2019-12-23,"CHI","ORL",0,0
2019,2019-12-23,"NYK","WAS",1,0
2019,2019-12-23,"IND","TOR",1,1
2019,2019-12-23,"TOR","IND",0,0
2019,2019-12-23,"MIA","UTA",1,1
2019,2019-12-23,"DEN","PHX",0,1
2019,2019-12-23,"SAS","MEM",0,1
2019,2019-12-23,"PHI","DET",0,1
2019,2019-12-23,"GSW","MIN",1,1
2019,2019-12-23,"SAC","HOU",1,0
2019,2019-12-23,"HOU","SAC",0,1
2019,2019-12-23,"POR","NOP",1,0
2019,2019-12-23,"PHX","DEN",1,0
2019,2019-12-23,"MIN","GSW",0,0
2019,2019-12-22,"OKC","LAC",1,1
2019,2019-12-22,"TOR","DAL",1,1
2019,2019-12-22,"BOS","CHA",1,1
2019,2019-12-22,"LAC","OKC",0,0
2019,2019-12-22,"MIL","IND",1,1
2019,2019-12-22,"DAL","TOR",0,0
2019,2019-12-22,"LAL","DEN",1,0
2019,2019-12-22,"DEN","LAL",0,1
2019,2019-12-22,"CHA","BOS",0,0
2019,2019-12-22,"IND","MIL",0,0
2019,2019-12-21,"ATL","BKN",0,0
2019,2019-12-21,"SAS","LAC",1,0
2019,2019-12-21,"BKN","ATL",1,1
2019,2019-12-21,"CHI","DET",0,1
2019,2019-12-21,"UTA","CHA",0,1
2019,2019-12-21,"LAC","SAS",0,1
2019,2019-12-21,"DET","CHI",1,0
2019,2019-12-21,"MIL","NYK",0,1
2019,2019-12-21,"NYK","MIL",1,0
2019,2019-12-21,"POR","MIN",1,1
2019,2019-12-21,"PHX","HOU",1,0
2019,2019-12-21,"WAS","PHI",0,0
2019,2019-12-21,"CHA","UTA",1,0
2019,2019-12-21,"HOU","PHX",0,1
2019,2019-12-21,"PHI","WAS",1,1
2019,2019-12-21,"SAC","MEM",0,0
2019,2019-12-21,"MIN","POR",0,0
2019,2019-12-21,"MEM","SAC",1,1
2019,2019-12-20,"SAC","IND",0,0
2019,2019-12-20,"MEM","CLE",0,0
2019,2019-12-20,"DET","BOS",0,0
2019,2019-12-20,"POR","ORL",1,1
2019,2019-12-20,"MIN","DEN",0,0
2019,2019-12-20,"TOR","WAS",1,1
2019,2019-12-20,"MIA","NYK",1,1
2019,2019-12-20,"DAL","PHI",0,1
2019,2019-12-20,"OKC","PHX",1,1
2019,2019-12-20,"DEN","MIN",1,1
2019,2019-12-20,"ORL","POR",0,0
2019,2019-12-20,"PHX","OKC",0,0
2019,2019-12-20,"NOP","GSW",0,0
2019,2019-12-20,"NYK","MIA",0,0
2019,2019-12-20,"CLE","MEM",1,1
2019,2019-12-20,"PHI","DAL",1,0
2019,2019-12-20,"BOS","DET",1,1
2019,2019-12-20,"IND","SAC",1,1
2019,2019-12-20,"GSW","NOP",1,1
2019,2019-12-20,"WAS","TOR",0,0
2019,2019-12-19,"LAL","MIL",0,0
2019,2019-12-19,"HOU","LAC",0,1
2019,2019-12-19,"SAS","BKN",1,1
2019,2019-12-19,"MIL","LAL",1,1
2019,2019-12-19,"BKN","SAS",0,0
2019,2019-12-19,"UTA","ATL",0,1
2019,2019-12-19,"LAC","HOU",1,0
2019,2019-12-19,"ATL","UTA",1,0
2019,2019-12-18,"DET","TOR",1,0
2019,2019-12-18,"GSW","POR",0,0
2019,2019-12-18,"NOP","MIN",0,1
2019,2019-12-18,"DEN","ORL",1,1
2019,2019-12-18,"CHI","WAS",0,1
2019,2019-12-18,"ORL","DEN",0,0
2019,2019-12-18,"MIN","NOP",1,0
2019,2019-12-18,"CLE","CHA",1,1
2019,2019-12-18,"OKC","MEM",1,1
2019,2019-12-18,"MIA","PHI",0,1
2019,2019-12-18,"CHA","CLE",0,0
2019,2019-12-18,"BOS","DAL",0,1
2019,2019-12-18,"TOR","DET",0,1
2019,2019-12-18,"POR","GSW",1,1
2019,2019-12-18,"MEM","OKC",0,0
2019,2019-12-18,"WAS","CHI",1,0
2019,2019-12-18,"DAL","BOS",1,0
2019,2019-12-18,"PHI","MIA",1,0
2019,2019-12-17,"NYK","ATL",1,1
2019,2019-12-17,"LAC","PHX",1,1
2019,2019-12-17,"ATL","NYK",0,0
2019,2019-12-17,"UTA","ORL",1,1
2019,2019-12-17,"BKN","NOP",0,1
2019,2019-12-17,"CHA","SAC",1,1
2019,2019-12-17,"IND","LAL",1,1
2019,2019-12-17,"NOP","BKN",1,0
2019,2019-12-17,"SAC","CHA",0,0
2019,2019-12-17,"ORL","UTA",0,0
2019,2019-12-17,"LAL","IND",0,0
2019,2019-12-17,"PHX","LAC",0,0
2019,2019-12-16,"MIL","DAL",1,0
2019,2019-12-16,"WAS","DET",0,1
